PERIODO,CVE_ENT,ENTIDAD,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2022,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1196.175,2141.388
2023,4,Campeche,22,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1455.938,3102.588
2003,4,Campeche,23,Construcción,33436.984,14422.601
2004,4,Campeche,23,Construcción,38046.42,18433.563
2005,4,Campeche,23,Construcción,48489.431,23895.228
2006,4,Campeche,23,Construcción,57283.641,30325.582
2007,4,Campeche,23,Construcción,50560.448,27666.892
2008,4,Campeche,23,Construcción,38805.393,23303.905
2009,4,Campeche,23,Construcción,39622.865,24367.538
2010,4,Campeche,23,Construcción,42320.16,27331.999
2011,4,Campeche,23,Construcción,37766.839,25184.457
2012,4,Campeche,23,Construcción,38403.191,27623.404
2013,4,Campeche,23,Construcción,36417.227,26044.728
2014,4,Campeche,23,Construcción,34918.276,26146.635
2015,4,Campeche,23,Construcción,41024.458,32451.158
2016,4,Campeche,23,Construcción,38456.984,32279.667
2017,4,Campeche,23,Construcción,29251.109,26980.109
2018,4,Campeche,23,Construcción,25642.876,25642.876
2019,4,Campeche,23,Construcción,23731.211,25505.689
2020,4,Campeche,23,Construcción,15196.16,16740.247
2021,4,Campeche,23,Construcción,15511.919,19373.097
2022,4,Campeche,23,Construcción,23918.464,33723.494
2023,4,Campeche,23,Construcción,90940.627,129461.373
2003,4,Campeche,31-33,Industrias manufactureras,4079.796,1919.136
2004,4,Campeche,31-33,Industrias manufactureras,3739.191,1847.736
2005,4,Campeche,31-33,Industrias manufactureras,3670.097,1892.269
2006,4,Campeche,31-33,Industrias manufactureras,3743.061,2035.5040000000004
2007,4,Campeche,31-33,Industrias manufactureras,4022.0409999999993,2297.577
2008,4,Campeche,31-33,Industrias manufactureras,4354.819999999999,2547.2100000000005
2009,4,Campeche,31-33,Industrias manufactureras,4619.452000000001,2842.842
2010,4,Campeche,31-33,Industrias manufactureras,4469.786999999999,2828.249
2011,4,Campeche,31-33,Industrias manufactureras,4714.076000000002,3113.3500000000004
2012,4,Campeche,31-33,Industrias manufactureras,4670.391,3318.825
2013,4,Campeche,31-33,Industrias manufactureras,4748.654,3329.9709999999995
2014,4,Campeche,31-33,Industrias manufactureras,4823.9540000000015,3443.472
2015,4,Campeche,31-33,Industrias manufactureras,4461.331999999999,3738.176
2016,4,Campeche,31-33,Industrias manufactureras,4186.222,3736.07
2017,4,Campeche,31-33,Industrias manufactureras,4072.72,3834.467
2018,4,Campeche,31-33,Industrias manufactureras,4123.037,4123.037
2019,4,Campeche,31-33,Industrias manufactureras,4388.113000000001,4496.2480000000005
2020,4,Campeche,31-33,Industrias manufactureras,4137.343000000001,4592.357999999999
2021,4,Campeche,31-33,Industrias manufactureras,4421.476999999999,5483.365
2022,4,Campeche,31-33,Industrias manufactureras,4910.210999999999,6710.978
2023,4,Campeche,31-33,Industrias manufactureras,4886.554999999999,6727.067000000001
2003,4,Campeche,311,Industria alimentaria,1425.406,539.331
2004,4,Campeche,311,Industria alimentaria,1287.183,517.609
2005,4,Campeche,311,Industria alimentaria,1224.316,507.242
2006,4,Campeche,311,Industria alimentaria,1248.81,537.111
2007,4,Campeche,311,Industria alimentaria,1347.249,640.164
2008,4,Campeche,311,Industria alimentaria,1418.688,723.901
2009,4,Campeche,311,Industria alimentaria,1483.002,784.047
2010,4,Campeche,311,Industria alimentaria,1537.578,882.375
2011,4,Campeche,311,Industria alimentaria,1580.983,1002.165
2012,4,Campeche,311,Industria alimentaria,1507.271,1052.298
2013,4,Campeche,311,Industria alimentaria,1551.694,1066.983
2014,4,Campeche,311,Industria alimentaria,1645.345,1123.161
2015,4,Campeche,311,Industria alimentaria,1668.223,1247.398
2016,4,Campeche,311,Industria alimentaria,1677.029,1403.333
2017,4,Campeche,311,Industria alimentaria,1736.669,1622.69
2018,4,Campeche,311,Industria alimentaria,1650.061,1650.061
2019,4,Campeche,311,Industria alimentaria,1774.167,1773.681
2020,4,Campeche,311,Industria alimentaria,1668.036,1838.216
2021,4,Campeche,311,Industria alimentaria,1757.583,2098.564
2022,4,Campeche,311,Industria alimentaria,1721.883,2257.897
2023,4,Campeche,311,Industria alimentaria,1580.257,2370.961
2003,4,Campeche,312,Industria de las bebidas y del tabaco,653.163,385.453
2004,4,Campeche,312,Industria de las bebidas y del tabaco,664.859,390.717
2005,4,Campeche,312,Industria de las bebidas y del tabaco,678.713,411.887
2006,4,Campeche,312,Industria de las bebidas y del tabaco,624.211,385.851
2007,4,Campeche,312,Industria de las bebidas y del tabaco,631.63,408.728
2008,4,Campeche,312,Industria de las bebidas y del tabaco,653.062,417.778
2009,4,Campeche,312,Industria de las bebidas y del tabaco,641.552,443.801
2010,4,Campeche,312,Industria de las bebidas y del tabaco,540.988,395.888
2011,4,Campeche,312,Industria de las bebidas y del tabaco,575.134,431.826
2012,4,Campeche,312,Industria de las bebidas y del tabaco,458.677,366.29
2013,4,Campeche,312,Industria de las bebidas y del tabaco,424.381,359.767
2014,4,Campeche,312,Industria de las bebidas y del tabaco,395.712,346.784
2015,4,Campeche,312,Industria de las bebidas y del tabaco,439.511,388.589
2016,4,Campeche,312,Industria de las bebidas y del tabaco,474.955,446.315
2017,4,Campeche,312,Industria de las bebidas y del tabaco,454.006,441.369
2018,4,Campeche,312,Industria de las bebidas y del tabaco,412.972,412.972
2019,4,Campeche,312,Industria de las bebidas y del tabaco,423.949,432.028
2020,4,Campeche,312,Industria de las bebidas y del tabaco,449.22,543.334
2021,4,Campeche,312,Industria de las bebidas y del tabaco,445.577,634.146
2022,4,Campeche,312,Industria de las bebidas y del tabaco,447.729,674.795
2023,4,Campeche,312,Industria de las bebidas y del tabaco,473.582,760.699
2003,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",20.857,7.869
2004,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",30.21,12.87
2005,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",24.836,10.952
2006,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",36.69,16.070999999999998
2007,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",35.233000000000004,16.373
2008,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",30.776,15.322
2009,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",16.842,9.937
2010,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",17.785,11.176
2011,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",17.931,11.861
2012,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",22.285,12.096
2013,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",18.741,13.087
2014,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",19.924,14.214
2015,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",19.287,15.473
2016,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",16.829,15.225
2017,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",15.164,14.704
2018,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",16.755,16.755
2019,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",19.819,19.992
2020,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",15.581,16.364
2021,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",16.901,19.019
2022,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",17.423,21.172
2023,4,Campeche,313-314,"Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir",17.54,21.436
2003,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",745.714,467.105
2004,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",702.169,446.557
2005,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",682.1999999999999,459.431
2006,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",747.086,556.598
2007,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",845.9929999999999,618.768
2008,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",904.625,641.456
2009,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1047.698,708.8009999999999
2010,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1112.879,683.367
2011,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1146.896,719.143
2012,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1352.065,958.523
2013,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1560.786,995.096
2014,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1677.916,1138.581
2015,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1570.974,1496.317
2016,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1349.519,1317.673
2017,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1331.7579999999998,1268.3190000000002
2018,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1384.3539999999998,1384.3539999999998
2019,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1442.375,1515.146
2020,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1348.545,1491.713
2021,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1272.682,1680.096
2022,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1204.619,1793.178
2023,4,Campeche,315-316,"Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",1251.118,1476.624
2003,4,Campeche,321,Industria de la madera,92.525,31.505
2004,4,Campeche,321,Industria de la madera,88.528,34.71
2005,4,Campeche,321,Industria de la madera,91.649,37.046
2006,4,Campeche,321,Industria de la madera,83.093,33.189
2007,4,Campeche,321,Industria de la madera,81.563,35.816
2008,4,Campeche,321,Industria de la madera,75.504,33.943
2009,4,Campeche,321,Industria de la madera,83.979,39.853
2010,4,Campeche,321,Industria de la madera,87.22,42.273
2011,4,Campeche,321,Industria de la madera,108.826,56.232
2012,4,Campeche,321,Industria de la madera,123.31,68.87
2013,4,Campeche,321,Industria de la madera,129.092,75.324
2014,4,Campeche,321,Industria de la madera,93.218,57.605
2015,4,Campeche,321,Industria de la madera,127.586,88.189
2016,4,Campeche,321,Industria de la madera,163.25,126.506
2017,4,Campeche,321,Industria de la madera,145.172,131.508
2018,4,Campeche,321,Industria de la madera,160.724,160.724
2019,4,Campeche,321,Industria de la madera,177.513,184.133
2020,4,Campeche,321,Industria de la madera,157.175,164.085
2021,4,Campeche,321,Industria de la madera,217.99,241.84
2022,4,Campeche,321,Industria de la madera,358.761,500.952
2023,4,Campeche,321,Industria de la madera,351.401,482.743
2003,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,22.632,11.061
2004,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,23.137,11.536
2005,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,24.186,12.452
2006,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,27.887,14.428
2007,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,26.746,13.795
2008,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,29.787,16.092
2009,4,Campeche,322-323,Industria del papel; Impresión e industrias conexas,27.731,16.772
